"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"antisense;bidirectional_promoter_lncRNA"	"antisense;lincRNA"	"antisense;processed_transcript"	"antisense;sense_intronic"	"antisense;sense_overlapping"	"bidirectional_promoter_lncRNA"	"bidirectional_promoter_lncRNA;lincRNA"	"bidirectional_promoter_lncRNA;processed_transcript"	"IG_C_gene"	"IG_C_pseudogene"	"IG_D_gene"	"IG_J_gene"	"IG_J_gene;antisense"	"IG_J_gene;lincRNA"	"IG_LV_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"lincRNA;processed_transcript"	"lincRNA;processed_transcript;sense_intronic"	"lincRNA;sense_intronic"	"lincRNA;sense_overlapping"	"macro_lncRNA"	"mapped_reads"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"processed_transcript;sense_intronic"	"processed_transcript;sense_overlapping"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"scRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"total assigned reads"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_gene;antisense"	"TR_V_gene;lincRNA"	"TR_V_pseudogene"	"TR_V_pseudogene;antisense"	"TR_V_pseudogene;sense_overlapping"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unprocessed_pseudogene"	"valid_reads"
"BA30_CA1_hi_47_1"	0	3276	2	80	15	0	0	270	7	0	14	0	0	0	0	0	0	0	1	0	117579	94	2	1	1	0	17704957	9255087	163364	221001	63301	546663	22	1105	50408	0	0	1354059	715	7593	416847	68280	0	0	28	4921950	89693	5	1095	17380928	1	0	0	5	0	0	0	0	0	146	62	216	0	95737	324029	1337	866	24789778
"BA30_CA1_hi_48_1"	0	4828	0	110	34	0	0	350	4	0	18	0	0	0	0	0	0	0	2	0	137594	96	5	4	5	0	24644576	12940219	220955	228838	98753	782908	31	2220	80605	0	2	1979823	1232	5975	527604	87154	0	0	33	6653422	122361	6	2297	24035149	1	0	1	17	0	0	0	0	0	166	75	324	2	154681	609427	1314	1080	32386334
"BA30_CA1_hi_49_1"	0	5313	3	117	26	0	0	465	7	3	22	0	0	0	0	0	0	0	2	2	113740	148	7	2	5	0	25682180	11828798	213353	240982	121366	817825	34	1853	97447	0	3	2608014	1417	6049	652002	103848	0	1	64	8030410	172111	7	1184	25214760	3	0	0	16	0	0	0	0	0	296	116	431	2	195179	467420	939	1148	33025495
"BA30_CA1_hi_50_1"	0	3905	2	98	16	0	0	291	6	0	17	0	0	0	0	0	0	0	1	1	121293	102	8	2	2	0	20611588	8560921	259056	265354	122302	670263	17	1795	95264	0	1	1793143	1084	5365	675609	67708	0	1	24	7102301	160561	2	1627	20026930	0	0	0	2	0	0	0	0	0	162	59	261	3	115838	584658	1421	1042	26688171
"BA30_CA1_hi_51_1"	0	5798	0	121	40	0	4	467	8	1	47	1	0	0	0	0	0	0	4	3	107145	172	1	3	4	0	26135767	14260889	258153	300439	94024	760333	53	1884	77344	0	3	2007286	1049	6284	725053	89121	0	0	48	6572491	120467	3	1727	25560654	2	1	0	12	0	0	0	0	0	242	107	412	1	166297	575113	1678	1432	33760596
"BA30_CA1_hi_52_1"	0	6945	0	149	54	0	1	484	16	1	89	2	0	0	0	0	0	0	2	2	161009	176	5	10	4	0	37119282	22795306	274339	416519	87484	1080978	65	1300	88810	0	3	2630333	783	12970	889129	129708	0	1	49	7754186	152505	13	1323	36695790	1	0	0	0	0	0	0	0	0	253	124	551	5	206124	423492	2272	1707	44554936
"BA30_CA1_hi_53_1"	0	5574	3	110	46	1	0	379	3	0	46	0	0	0	0	0	0	0	1	1	101234	214	2	5	13	0	25841091	15390519	187602	454391	46403	1008299	70	2106	38226	0	5	2170351	809	9161	1203500	81458	0	0	60	4245928	54071	1	2711	25112290	1	0	0	4	0	0	0	0	0	248	173	445	0	103141	728801	3772	1203	30518010
"BA30_CA1_hi_54_1"	0	6065	0	89	27	0	0	377	8	0	50	0	0	0	0	0	0	0	3	0	98403	163	10	5	3	0	29513175	17608139	237066	453018	41786	1054087	62	1598	44764	0	1	2501986	828	15377	1149860	109061	0	1	52	5431599	67341	7	1938	28936043	0	1	0	7	2	0	0	0	0	202	230	459	2	107010	577132	3153	1203	35308226
"BA30_CA1_hi_55_1"	0	6095	0	105	28	0	0	358	12	0	32	0	0	0	0	0	0	0	1	1	151578	136	0	5	2	0	25752280	12067920	165213	244027	43060	1119228	40	5659	45187	0	1	3161922	2171	8300	957260	114171	0	0	50	5984603	48731	4	5867	24228726	1	0	0	1	0	0	1	0	0	191	76	367	3	93708	1523554	1501	1110	32114363
"BA30_CA1_hi_56_1"	0	5153	0	91	22	0	0	344	6	0	30	0	0	0	0	0	0	0	4	2	140978	150	0	1	6	0	27909358	14495714	235957	306622	55721	871240	43	3269	48126	0	4	2770325	1744	8067	987517	124661	0	0	47	6549764	33150	6	4164	26758504	0	0	0	1	0	0	1	0	0	239	89	372	4	112306	1150854	1228	1336	34033463
"BA30_CA1_hi_57_1"	1	5943	1	123	22	0	0	425	5	0	53	0	0	0	0	0	0	0	2	1	127279	149	0	1	4	0	24960810	8848540	404651	414851	139815	877586	47	1777	89681	0	0	2911803	1348	7369	752855	95174	0	0	36	9432108	154062	8	1186	24460168	0	0	0	6	0	0	0	0	0	220	99	411	1	189643	500642	1398	1484	28611919
"BA30_CA1_hi_58_1"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3813	2220	34	57	9	113	0	1	8	0	0	296	0	0	130	24	0	0	0	790	12	0	0	3734	0	0	0	0	0	0	0	0	0	0	0	0	0	28	79	0	0	4473
"BA30_CA1_hi_59_1"	1	5062	1	70	26	1	2	366	10	0	44	0	0	0	0	0	0	0	3	0	119517	121	0	3	1	0	24671022	12857399	230717	243661	72414	737687	32	1846	44916	0	3	2378098	1350	6349	821276	127240	0	0	46	6235355	50180	1	1723	24088191	0	0	0	2	0	0	0	0	0	213	74	322	0	149627	582831	1346	1086	28435498
"BA31_CA1_hi2_1_1"	0	4951	0	86	23	0	0	302	1	1	25	0	0	0	0	0	0	0	0	2	53993	138	0	6	1	0	19043845	14324284	61002	156097	13343	635472	33	1741	26066	0	0	1254558	720	1311	318792	20150	0	0	54	1486786	12969	0	3135	18427448	1	0	0	2	0	0	0	0	0	181	103	234	8	47486	616397	2684	707	23005523
"BA31_CA1_hi2_2_1"	0	3320	0	84	17	0	0	304	3	0	13	0	0	0	0	0	0	0	0	0	35706	123	1	1	6	0	17818406	13738896	37683	197965	6697	747994	24	1429	8062	0	0	1104106	730	592	420110	13479	0	0	44	687354	7150	4	3429	17090643	0	1	0	0	0	0	1	0	0	179	159	256	0	71558	727763	2411	752	20290341
"BA31_CA1_hi2_5_1"	0	5096	1	71	14	0	2	273	9	1	18	0	0	0	0	0	0	0	2	1	73675	133	0	3	0	0	15476292	8749711	73661	112728	36728	887327	48	3431	34234	0	5	1878411	1657	4087	421989	46903	0	0	21	2054689	54423	5	4494	14514766	0	0	0	5	0	0	0	0	0	129	52	306	1	68819	961526	903	700	21165438
"BA31_CA1_plx_10_1"	0	6573	0	91	16	0	1	346	12	0	23	0	0	0	0	0	0	0	0	1	69511	130	2	6	3	1	18041105	9400447	115539	78095	76941	767198	20	2203	70788	0	1	2173409	1317	1897	297163	42057	0	0	32	4087748	80898	0	1700	17410202	0	1	0	18	0	0	0	0	0	161	72	250	4	133977	630903	718	832	21814681
"BA31_CA1_plx_11_1"	0	6821	3	123	23	0	0	390	10	1	15	0	0	0	0	0	0	0	1	0	159855	141	9	4	2	0	23849085	9371376	232485	290917	239464	1029333	44	2480	234575	0	2	2053445	1543	8925	580780	88895	0	0	35	8441702	162857	10	1816	23138428	1	2	0	0	0	0	0	0	0	204	96	347	4	226138	710657	2097	1457	30460980
"BA31_CA1_plx_12_1"	0	3862	3	87	15	0	1	264	7	2	4	0	0	0	0	0	0	0	2	2	66259	116	6	3	7	0	13560134	7992612	118686	207130	25841	651157	32	1252	40682	0	0	1020736	438	2246	344113	31563	0	1	26	2435464	23978	0	1347	13044068	0	0	0	2	0	0	0	0	0	138	149	213	0	71567	516066	3271	784	18872591
"BA31_CA1_plx_13_1"	0	6221	0	162	25	0	0	498	2	0	58	0	0	0	0	0	0	0	0	1	50913	340	0	2	10	0	38798809	32890517	49582	174887	8605	1402435	76	2548	13130	0	8	1392781	1265	638	575216	14042	0	0	94	821661	7214	0	6555	37514410	0	0	0	24	1	0	0	0	0	346	252	420	1	90750	1284399	1888	1242	42497528
"BA31_CA1_plx_14_1"	0	5481	0	137	21	0	5	323	6	2	52	0	0	0	0	0	0	0	1	1	51136	244	1	2	1	1	19092190	12637938	56431	174987	7100	1767401	36	2850	10442	0	0	1654419	1288	678	727628	14122	0	0	35	700284	7053	3	5771	17927008	0	0	0	19	0	0	0	0	0	213	310	356	0	97070	1165182	2141	1019	22662184
"BA31_CA1_plx_15_1"	0	5223	3	97	37	0	0	243	8	0	9	0	0	0	0	0	0	0	2	0	70666	105	1	5	0	0	22173633	15448225	70746	185567	10694	1166369	31	2651	20447	0	0	1745051	1236	1243	503892	34082	0	2	69	1589100	11151	0	7105	20940486	1	0	0	3	0	0	0	0	0	158	171	252	1	62940	1233147	2156	744	26840286
"BA31_CA1_plx_16_1"	0	6896	0	89	27	0	0	292	36	0	13	0	0	0	0	0	0	0	0	0	88147	133	9	6	2	0	18480209	9484388	106861	122160	47451	992652	31	3154	56451	0	0	2229786	1610	5077	514295	60344	0	0	42	3541178	64799	0	3689	17428285	0	0	0	8	0	0	1	0	0	180	131	306	7	95598	1051924	1513	923	23877980
"BA31_CA1_plx_4_1"	0	5260	2	114	14	0	1	269	13	2	144	0	0	0	0	0	0	0	0	0	52520	151	4	4	0	0	23105928	16225285	101817	198184	29963	1195493	29	972	32874	0	6	1858990	531	2760	556695	48741	0	0	42	2275012	23696	0	1341	22711530	1	0	0	3	0	0	0	0	0	163	130	277	0	96546	394398	2526	955	28726224
"BA31_CA1_plx_57_1"	0	5515	0	83	41	0	0	416	16	0	104	0	0	0	0	0	0	0	1	0	62545	172	0	4	7	0	23260932	16447620	86556	180045	18720	1445633	46	2215	23191	0	0	1728209	1014	2204	581261	34403	0	0	75	1628692	17038	4	4088	22369370	6	0	0	1	0	0	1	0	0	222	232	344	1	95835	891562	1783	1027	27528517
"BA31_CA1_plx_58_1"	0	7738	7	141	33	0	0	448	15	1	78	0	0	0	0	0	0	0	1	0	88188	143	0	5	13	0	24170142	13796737	173075	163388	124417	956352	48	1768	94623	0	0	2240867	1150	3842	411298	58532	0	0	66	5237262	118959	5	1627	23666092	3	0	0	3	0	0	0	0	0	226	93	356	0	182084	504050	1283	1217	28949423
"BA31_CA1_plx_59_1"	0	6209	0	122	29	0	4	377	5	0	54	0	0	0	0	0	0	0	0	0	76063	147	6	3	3	1	17408359	9276848	102163	186605	90514	1053422	42	2322	86681	0	0	1630727	1014	5474	422678	37235	0	0	51	3603961	116879	20	1999	16841985	2	1	0	6	0	0	1	0	0	187	72	362	0	137177	566374	1444	1075	21554854
"BA31_CA1_plx_9_1"	0	5403	0	127	44	0	0	378	27	4	66	0	0	0	0	0	0	0	0	1	40531	153	6	0	4	0	25084285	20189012	64611	189251	16256	1034337	38	1261	21462	0	0	1105506	508	1246	484114	26787	0	0	82	1416095	12799	4	1034	24734553	1	1	0	0	0	0	0	0	0	169	348	340	0	119779	349732	1861	907	28235591
"BA31_CA1_vis_3_1"	0	4488	0	39	30	0	0	260	3	0	0	0	0	0	0	0	0	0	5	0	23806	119	0	0	0	0	11259998	7387958	30431	90896	4071	706742	23	1343	7832	0	0	1514899	611	617	375780	24126	0	0	20	612792	6152	1	1840	10860782	2	0	0	8	0	0	0	0	0	191	70	230	0	63868	399216	1077	452	13725665
"BA32_CA1_hi2_10_1"	7	5165	0	138	64	0	2	344	26	0	64	0	0	0	0	0	0	0	13	5	58846	227	0	3	0	1	18965311	13314422	47802	210094	14222	1119505	52	3647	12926	0	0	1390216	1368	1196	735186	13574	0	0	55	781038	13072	0	8120	17788296	5	0	0	0	0	0	0	0	0	310	141	377	1	52709	1177015	2251	1102	22698948
"BA32_CA1_hi2_11_1"	0	3268	0	52	11	0	0	232	1	0	7	0	0	0	0	1	0	0	0	0	22844	111	0	2	1	0	8581977	5820528	17246	50895	2949	639074	13	1408	6118	0	7	904797	587	414	219679	13239	0	0	24	444108	5726	0	1627	8195717	0	0	0	26	0	0	0	0	0	111	36	229	1	39442	386260	573	330	10344476
"BA32_CA1_hi2_12_1"	0	3369	0	62	13	0	2	254	9	1	48	0	0	0	0	0	0	0	0	0	49397	108	2	5	4	1	16693412	12881472	40428	127265	18907	581093	37	1014	14099	0	2	911366	497	1674	196893	25113	0	0	36	1385063	26557	0	1580	16329228	0	1	0	3	0	0	0	0	0	171	93	237	2	60371	364184	1411	568	20228545
"BA32_CA1_hi2_13_1"	0	5839	4	94	26	0	0	324	8	0	100	0	0	0	0	0	0	0	0	1	77859	178	1	2	6	0	18204026	11026942	78606	144691	43599	1132177	40	3092	33213	0	5	1713574	1166	2990	686187	44655	0	0	42	2252632	46713	0	3353	17397313	2	0	0	7	0	0	0	0	0	266	75	344	1	95895	806713	1480	1124	22227836
"BA32_CA1_hi2_6_1"	0	5061	0	112	19	0	0	268	20	0	92	0	0	0	0	0	0	0	1	3	68313	147	1	2	0	0	19200991	11154976	56431	287722	39072	2041779	38	2033	14229	0	0	1522141	780	2099	1670110	19049	0	0	52	1231613	63266	0	2180	18280773	37	0	0	1	0	0	1	0	0	362	232	352	2	93890	920218	3164	1123	23264749
"BA32_CA1_hi2_7_1"	0	4592	2	114	20	0	1	299	4	1	38	0	0	0	0	0	0	0	2	1	69863	84	4	6	0	0	14859239	8382927	92470	117275	114630	533000	38	1226	74972	0	2	1126658	490	2016	223362	25707	0	0	46	3531225	93209	2	1131	14503552	2	0	0	3	0	0	0	0	0	191	57	266	1	106069	355687	726	820	17913401
"BA32_CA1_hi2_8_1"	0	7924	4	195	31	0	3	502	9	1	30	0	0	0	0	0	0	0	5	1	123987	229	3	7	6	0	25201583	13844028	137600	337563	385909	1091490	80	2176	128417	0	0	1832382	772	7107	572538	49355	0	0	67	5741327	223036	4	1732	24665673	9	0	0	2	0	0	0	0	0	369	127	499	1	171791	535910	2730	1625	29686961
"BA32_CA1_hi2_9_1"	0	5221	0	116	27	0	2	318	13	0	36	0	0	0	0	0	0	0	2	0	68242	228	0	2	8	1	16986661	11712241	57601	169671	26189	752508	60	2601	39198	1	7	1074477	773	2220	477925	21175	0	0	37	1755479	26601	0	2993	16275808	1	0	0	4	0	0	1	0	0	296	98	370	0	76000	710853	2283	782	21714579
"BA32_CA1_plx_17_1"	0	5547	7	102	45	3	0	395	20	4	59	0	0	0	0	0	0	0	0	1	44423	156	0	10	0	0	24221267	19646581	52713	151498	18441	784127	30	849	23712	0	0	1113293	463	1774	392466	27602	0	1	55	1555325	18597	4	1172	23902572	3	0	0	0	0	0	0	0	0	234	218	280	3	60290	318695	1159	910	27998880
"BA32_CA1_plx_18_1"	0	7592	3	117	21	0	0	409	26	0	37	0	0	2	0	0	0	0	5	0	76860	152	3	7	1	0	21245443	12010024	120917	104913	112680	1009287	57	4169	78568	0	0	2373254	1140	2702	406601	26952	0	0	71	3654462	111170	2	3845	20250788	3	1	0	32	0	0	0	0	0	209	96	324	4	142461	994655	665	944	25680649
"BA32_CA1_plx_19_1"	0	9762	1	166	20	0	0	441	6	1	197	0	0	0	0	0	0	0	4	1	110599	200	6	3	5	0	26434198	14773085	142229	243085	136686	1725155	52	4392	159143	0	3	2410491	1406	5598	468369	49478	0	0	64	4854331	154307	6	4029	25437907	5	0	0	6	3	0	0	0	0	215	86	398	4	180321	996291	1704	1844	32307313
"BA32_CA1_plx_20_1"	0	3636	2	76	19	0	0	189	3	1	50	0	0	0	0	0	0	0	0	0	44552	91	4	3	2	0	18158235	13763929	87390	185451	15623	724610	40	633	30616	0	0	993784	258	2398	240982	23578	0	0	38	1717486	23217	1	709	17922499	4	1	0	4	0	0	2	0	0	151	72	235	0	59106	235736	2919	634	23092313
"BA32_CA1_plx_21_1"	0	5501	0	87	56	0	7	399	12	0	47	0	0	0	0	0	0	0	1	0	54044	196	0	0	0	0	28500428	23030504	43024	180230	7652	1240146	47	2402	12692	0	0	1337412	1089	714	456273	14427	0	0	61	860920	7618	0	7394	27308530	0	0	0	1	0	0	0	0	0	245	237	349	0	41906	1191898	1808	1029	31909902
"BA32_CA1_plx_22_1"	0	4293	0	79	19	0	0	167	19	1	22	2	0	0	0	0	0	0	3	0	64508	81	0	3	0	0	14959848	9715382	55859	116831	15809	816603	21	2512	19424	0	0	1402489	928	2104	347077	22452	0	0	33	1376147	17519	0	4986	14025474	1	0	0	1	0	0	0	0	0	105	63	237	2	37979	934374	1107	606	19568144
"BA32_CA1_plx_23_1"	0	3824	0	94	15	0	0	191	6	0	35	0	0	0	0	0	0	0	0	0	27738	124	0	2	0	0	14841576	10751542	46608	110960	5564	1043951	29	1129	8933	0	0	1086617	609	809	509815	14045	0	0	38	659303	5950	0	2003	14327524	0	0	0	13	0	0	0	0	0	133	152	205	0	45261	514052	1276	550	17544886
"BA32_CA1_plx_24_1"	0	6945	0	118	28	0	1	328	19	0	52	0	0	0	0	0	0	0	1	2	74354	147	2	4	4	0	17952047	9517313	104492	179590	74050	1444822	43	4273	59148	0	1	1939082	1537	3981	618147	31731	0	0	44	2565138	144520	4	4578	16903647	2	1	0	2	1	0	0	0	0	209	90	440	3	125980	1048400	1295	1125	23682012
"BA33_CA1_hi2_14_1"	0	4456	4	86	36	0	0	333	11	0	39	0	0	0	0	0	0	0	0	0	66714	123	2	4	0	2	22427716	17098821	58502	220267	18348	786344	42	1621	12479	0	0	1329667	860	2648	419170	33267	0	0	40	1728748	23640	0	2629	21905301	1	0	0	1	0	0	0	0	0	204	128	383	2	93129	522415	1798	752	26527956
"BA33_CA1_hi2_15_1"	0	6263	0	145	14	0	3	395	14	0	30	0	0	0	0	0	0	0	0	0	95787	146	10	8	3	0	21729648	11518187	148441	232712	140617	883148	40	3427	74089	0	0	1876387	1135	3221	393810	42168	0	0	49	5213015	91209	7	3018	20909724	2	0	0	5	0	0	0	0	0	226	76	358	6	179539	819924	883	1131	26257343
"BA33_CA1_hi2_16_1"	0	6509	3	205	36	0	0	500	7	0	35	0	0	0	0	0	0	0	0	2	120704	143	3	7	2	0	22522871	11768872	141804	267570	110200	850613	58	2016	89300	0	1	1658629	790	6054	337987	56513	0	0	44	6297709	144099	6	1674	22024855	3	1	0	3	0	0	0	0	0	233	94	436	1	158709	498016	1696	1584	28010770
"BA33_CA1_hi2_17_1"	0	4084	0	123	13	0	0	307	0	1	14	0	0	0	0	3	0	0	2	0	60655	105	3	8	2	0	13068381	8203214	71841	195178	27363	483925	55	779	49989	0	0	828156	320	2696	223711	28265	0	0	29	2492126	44595	2	836	12779691	0	0	0	2	0	0	0	0	0	117	153	277	0	58116	288690	1845	781	16432041
"BA33_CA1_hi2_18_1"	0	4797	0	130	26	0	0	363	18	3	30	0	0	0	0	0	0	0	0	2	47943	220	5	5	2	0	25287891	20045849	75877	311611	11211	895568	51	1570	15480	0	0	1148986	554	1718	554799	28915	0	0	51	1594377	14313	0	1929	24829384	1	0	0	1	0	0	0	0	0	303	304	434	1	67889	458507	3057	991	29469156
"BA33_CA1_hi2_19_1"	0	5836	0	106	11	1	3	371	6	3	57	0	0	0	0	0	0	0	0	3	52757	155	0	10	10	0	22645969	16284564	74064	291153	12545	1053195	27	1418	18802	0	0	1866423	696	2332	473007	38071	0	0	32	1912549	21388	2	2193	22167495	1	0	0	0	0	0	0	0	0	198	89	378	0	51135	478474	2934	970	26115725
"BA33_CA1_hi2_20_1"	0	3493	0	64	6	0	1	200	7	2	22	0	0	0	0	0	0	0	1	0	62935	88	0	6	1	0	15097396	9617995	60482	147205	24918	663642	70	1897	19571	0	1	1278237	823	3507	328725	41109	0	1	25	2182089	43437	2	2577	14537998	1	0	0	0	0	0	0	0	0	147	52	243	2	52648	559398	1158	608	19234915
"BA33_CA1_hi2_21_1"	0	7948	1	152	60	0	4	556	42	0	18	0	0	0	0	0	0	0	3	2	146586	502	0	17	10	3	26855711	14008197	91236	187996	29242	1678113	39	10043	29810	0	4	3159745	3135	3762	1939320	57729	0	0	85	2989398	56177	0	11439	24491101	1	0	0	3	1	0	0	0	0	532	127	696	1	75058	2364610	1717	1591	33912912
"BA33_CA1_plx_25_1"	0	4605	4	99	16	0	1	283	9	0	162	0	0	0	0	0	0	0	1	0	31341	173	1	2	3	0	16459072	11914168	61160	136413	20064	929305	25	1197	17496	0	0	1269115	571	2008	401363	21428	0	0	44	1159296	20229	0	1796	16075104	3	0	0	7	0	0	0	0	0	178	104	282	0	80123	383968	1213	816	20845801
"BA33_CA1_plx_26_1"	2	5607	1	93	20	0	0	405	11	0	40	0	0	0	0	0	0	0	2	0	35922	132	7	10	2	1	18025918	11138042	115628	96312	72151	612637	48	1373	52617	0	1	1544539	728	2309	321213	37448	0	3	37	3478364	79516	2	858	17752095	1	0	0	8	0	1	0	1	0	209	72	324	2	154051	273823	506	839	21289452
"BA33_CA1_plx_27_1"	0	7479	2	126	27	1	1	335	7	3	10	0	0	0	0	0	0	0	2	5	119534	123	13	4	2	0	23259073	11710239	126737	193169	102369	1214416	40	5880	125291	0	0	2484746	1824	4552	429604	59377	0	0	40	5217174	139341	4	4550	22093517	1	0	0	45	0	0	0	0	0	226	71	407	3	142989	1165556	1473	1275	31035683
"BA33_CA1_plx_28_1"	0	4662	0	89	20	0	0	242	6	0	13	0	0	0	0	0	0	0	0	0	82820	122	7	0	0	0	17412432	9896245	134176	242931	31871	954037	42	2752	52916	0	0	1583755	1067	4612	435633	38699	0	0	25	3055248	49754	8	3846	16660173	0	0	0	3	0	0	0	0	0	161	66	317	2	79922	752259	3191	913	24431022
"BA33_CA1_plx_29_1"	0	6590	0	168	16	1	1	478	18	5	61	0	0	0	0	0	0	0	7	0	50360	201	0	3	1	0	36195060	29435062	92435	265257	12618	1488775	34	1769	22401	0	0	1635222	888	1327	675830	27344	0	0	86	1649110	13832	3	4427	35458019	1	0	0	8	0	0	0	0	0	240	177	470	0	68870	737041	2725	1198	41631768
"BA33_CA1_plx_30_1"	0	2858	0	54	8	0	13	238	2	0	33	0	0	0	0	0	0	0	0	0	18109	106	3	1	1	0	10397974	7416662	25124	70073	4876	646257	27	972	6894	0	0	910331	350	623	365982	14314	0	0	17	530177	5753	0	1376	10075062	0	0	0	9	0	0	0	0	0	113	153	206	1	52236	322912	640	470	12953455
"BA33_CA1_plx_31_1"	0	5678	0	76	40	0	0	311	4	0	153	0	0	0	0	0	0	0	2	2	72588	120	3	1	0	0	23264659	16027014	102923	197746	32797	1086530	47	2319	33869	0	0	1817255	1138	4671	491222	39674	0	0	37	2465581	38296	3	4277	22519456	0	0	0	0	0	0	1	0	0	189	107	354	0	91885	745203	1537	1006	31663170
"BA33_CA1_plx_32_1"	0	4473	0	62	11	0	2	228	5	1	66	0	0	0	0	0	0	0	0	1	32340	132	2	0	4	0	14339248	9548533	80507	114921	22155	706311	21	933	24970	0	0	1245455	595	2804	280610	34285	0	0	24	1860130	37370	1	865	14087351	1	0	0	12	0	0	0	0	0	123	68	280	1	87480	251897	849	720	18382290
"BA34_CA1_hi2_22_1"	0	8105	0	206	31	1	1	564	19	3	133	0	0	0	0	0	0	0	3	6	132791	303	1	12	5	3	32158163	22634606	119985	255934	82392	1299590	75	2910	55295	0	15	2138365	1194	4935	843133	53592	0	2	92	3456889	82719	0	3649	31305976	6	4	0	10	0	0	1	0	0	416	198	541	3	123382	852187	2132	1724	38298525
"BA34_CA1_hi2_23_1"	0	5087	2	120	16	0	2	290	26	0	11	0	0	0	0	0	0	0	0	1	89747	108	4	2	2	0	17467559	9046620	139519	148057	136032	720661	42	3529	69184	0	2	1638701	1069	2510	424055	20991	0	0	60	3730152	97017	1	3019	16402503	3	0	0	4	1	0	0	0	0	201	74	310	1	123691	1065056	648	931	21687121
"BA34_CA1_hi2_24_1"	0	6929	0	210	35	0	0	519	11	1	17	0	0	0	0	0	0	0	3	1	142302	175	9	2	4	0	26925397	12210801	229552	447789	295042	1079663	71	2606	150231	0	2	2030163	1263	8262	506178	74290	0	1	51	8594423	226489	3	1699	26259583	2	0	0	3	0	0	0	0	0	282	134	443	2	245515	665814	2607	1798	32238909
"BA34_CA1_hi2_25_1"	0	2990	1	102	18	0	0	223	2	1	20	0	0	0	0	0	0	0	0	0	79820	92	0	3	3	0	11440112	6720377	59537	140296	60628	440866	31	1137	40413	0	0	716505	435	3135	189081	24248	0	0	32	2436676	67126	1	991	11058380	0	0	0	2	0	0	0	0	0	104	114	211	0	71251	381732	1248	660	16368069
"BA34_CA1_hi2_26_1"	0	4737	2	79	26	0	3	341	15	0	44	0	0	0	0	0	0	0	1	1	69150	127	4	5	1	0	19304257	13031321	78912	359322	23929	1002830	70	2144	17371	0	0	1393617	818	2579	558997	32176	0	0	45	1850991	30172	0	3050	18548199	0	1	0	0	0	0	0	0	0	218	219	401	2	79552	756058	3855	1071	22952710
"BA34_CA1_hi2_27_1"	0	3258	0	44	10	0	0	164	14	0	29	0	0	0	0	0	0	0	0	1	25724	70	0	2	0	0	8926142	5391057	28515	68388	7919	700892	9	847	9177	0	3	1218889	497	1405	232237	27343	0	1	31	898723	22758	0	785	8676340	0	0	0	10	0	0	0	0	0	90	56	160	0	36217	249802	683	332	11180993
"BA34_CA1_hi2_28_1"	0	3356	0	64	19	0	0	227	7	0	14	0	0	0	0	0	0	0	3	2	62232	97	3	5	4	0	14165193	9102056	56779	134587	34288	637324	17	1367	31880	0	0	1145902	734	3362	247880	31797	0	0	35	2031600	59108	1	1807	13642663	0	1	0	1	0	0	0	0	0	120	92	197	2	53926	522530	1105	662	18960135
"BA34_CA1_hi2_29_1"	0	6215	0	94	28	3	2	323	11	0	32	0	0	0	0	0	0	0	0	1	119261	168	2	11	3	0	19768527	11014790	68074	134036	33870	1251851	46	5393	29671	0	7	2357019	1932	3193	558773	49781	0	1	60	2493157	50886	1	7175	18253726	4	1	0	14	0	0	0	0	0	259	88	401	2	65015	1514801	1111	961	24415607
"BA34_CA1_plx_33_1"	0	5254	0	106	35	0	0	371	21	3	22	5	0	0	0	0	0	0	2	2	54947	104	6	7	0	0	21965756	17009307	51813	133444	23625	672463	29	1008	29544	0	5	1133989	669	3006	463147	37815	0	1	45	1930574	24034	0	1295	21641927	3	0	0	5	0	0	0	0	0	202	106	294	1	63012	323829	850	756	26015347
"BA34_CA1_plx_34_1"	0	2464	1	48	15	0	1	192	3	2	26	0	0	0	0	0	0	0	0	0	17045	66	4	1	0	0	7869090	5041574	58377	39086	43639	295923	20	837	23876	0	2	576917	332	1096	134510	7908	0	0	23	1308343	34404	1	531	7665947	1	0	0	13	0	0	0	0	0	69	32	146	0	77807	203143	178	434	9394411
"BA34_CA1_plx_35_1"	0	8803	1	260	38	0	2	604	11	0	16	0	0	0	0	0	0	0	6	1	152566	219	12	2	1	0	31086886	15635101	213397	349541	233278	1237384	83	3032	240476	0	5	2432788	1542	6876	648189	84685	0	0	41	8547670	212212	7	2393	30245132	0	0	0	4	0	0	2	0	0	339	119	482	5	228771	841754	2229	1939	36939020
