V1	Pool number	Sample ID	Barcode Number	SampleID	sampleID	cohort	ID	brain_region	mouse_ID	fastq_name	plate	brain_region_long	age	sex	brain_region_sex
850	BA54	CA1_pon_41	16	CA1_pon_41	BulkSeq_pon_41	CA1	CA1_pon_41	pon	41	BA54_CA1_pon_41_1	P31	Pons	3	Female	pon_Female
851	BA54	CA1_cer_23	25	CA1_cer_23	BulkSeq_cer_23	CA1	CA1_cer_23	cer	23	BA54_CA1_cer_23_1	P31	Cerebellum	18	Male	cer_Male
853	BA54	CA1_cer_25	27	CA1_cer_25	BulkSeq_cer_25	CA1	CA1_cer_25	cer	25	BA54_CA1_cer_25_1	P31	Cerebellum	3	Male	cer_Male
854	BA54	CA1_cer_26	28	CA1_cer_26	BulkSeq_cer_26	CA1	CA1_cer_26	cer	26	BA54_CA1_cer_26_1	P31	Cerebellum	15	Male	cer_Male
855	BA54	CA1_cer_27	29	CA1_cer_27	BulkSeq_cer_27	CA1	CA1_cer_27	cer	27	BA54_CA1_cer_27_1	P31	Cerebellum	18	Male	cer_Male
856	BA54	CA1_cer_28	30	CA1_cer_28	BulkSeq_cer_28	CA1	CA1_cer_28	cer	28	BA54_CA1_cer_28_1	P31	Cerebellum	21	Male	cer_Male
858	BA54	CA1_cer_30	32	CA1_cer_30	BulkSeq_cer_30	CA1	CA1_cer_30	cer	30	BA54_CA1_cer_30_1	P31	Cerebellum	15	Male	cer_Male
859	BA55	CA1_cer_39	1	CA1_cer_39	BulkSeq_cer_39	CA1	CA1_cer_39	cer	39	BA55_CA1_cer_39_1	P32	Cerebellum	18	Female	cer_Female
860	BA55	CA1_cer_40	2	CA1_cer_40	BulkSeq_cer_40	CA1	CA1_cer_40	cer	40	BA55_CA1_cer_40_1	P32	Cerebellum	21	Female	cer_Female
861	BA55	CA1_cer_41	3	CA1_cer_41	BulkSeq_cer_41	CA1	CA1_cer_41	cer	41	BA55_CA1_cer_41_1	P32	Cerebellum	3	Female	cer_Female
862	BA55	CA1_cer_42	4	CA1_cer_42	BulkSeq_cer_42	CA1	CA1_cer_42	cer	42	BA55_CA1_cer_42_1	P32	Cerebellum	15	Female	cer_Female
863	BA55	CA1_cer_43	13	CA1_cer_43	BulkSeq_cer_43	CA1	CA1_cer_43	cer	43	BA55_CA1_cer_43_1	P32	Cerebellum	18	Female	cer_Female
864	BA55	CA1_cer_44	14	CA1_cer_44	BulkSeq_cer_44	CA1	CA1_cer_44	cer	44	BA55_CA1_cer_44_1	P32	Cerebellum	21	Female	cer_Female
865	BA55	CA1_cer_45	15	CA1_cer_45	BulkSeq_cer_45	CA1	CA1_cer_45	cer	45	BA55_CA1_cer_45_1	P32	Cerebellum	3	Female	cer_Female
866	BA55	CA1_cer_46	16	CA1_cer_46	BulkSeq_cer_46	CA1	CA1_cer_46	cer	46	BA55_CA1_cer_46_1	P32	Cerebellum	15	Female	cer_Female
867	BA55	CA1_cer_55	25	CA1_cer_55	BulkSeq_cer_55	CA1	CA1_cer_55	cer	55	BA55_CA1_cer_55_1	P32	Cerebellum	18	Female	cer_Female
868	BA55	CA1_cer_56	26	CA1_cer_56	BulkSeq_cer_56	CA1	CA1_cer_56	cer	56	BA55_CA1_cer_56_1	P32	Cerebellum	21	Female	cer_Female
869	BA55	CA1_cer_57	27	CA1_cer_57	BulkSeq_cer_57	CA1	CA1_cer_57	cer	57	BA55_CA1_cer_57_1	P32	Cerebellum	28	Male	cer_Male
870	BA55	CA1_cer_58	28	CA1_cer_58	BulkSeq_cer_58	CA1	CA1_cer_58	cer	58	BA55_CA1_cer_58_1	P32	Cerebellum	28	Male	cer_Male
871	BA55	CA1_cer_59	29	CA1_cer_59	BulkSeq_cer_59	CA1	CA1_cer_59	cer	59	BA55_CA1_cer_59_1	P32	Cerebellum	28	Male	cer_Male
872	BA55	CA1_med_1	30	CA1_med_1	BulkSeq_med_1	CA1	CA1_med_1	med	1	BA55_CA1_med_1_1	P32	Medulla	12	Female	med_Female
873	BA55	CA1_med_2	31	CA1_med_2	BulkSeq_med_2	CA1	CA1_med_2	med	2	BA55_CA1_med_2_1	P32	Medulla	26	Male	med_Male
874	BA55	CA1_med_3	32	CA1_med_3	BulkSeq_med_3	CA1	CA1_med_3	med	3	BA55_CA1_med_3_1	P32	Medulla	12	Male	med_Male
875	BA56	CA1_cer_47	1	CA1_cer_47	BulkSeq_cer_47	CA1	CA1_cer_47	cer	47	BA56_CA1_cer_47_1	P32	Cerebellum	18	Female	cer_Female
876	BA56	CA1_cer_48	2	CA1_cer_48	BulkSeq_cer_48	CA1	CA1_cer_48	cer	48	BA56_CA1_cer_48_1	P32	Cerebellum	21	Female	cer_Female
877	BA56	CA1_cer_49	3	CA1_cer_49	BulkSeq_cer_49	CA1	CA1_cer_49	cer	49	BA56_CA1_cer_49_1	P32	Cerebellum	3	Female	cer_Female
878	BA56	CA1_cer_50	4	CA1_cer_50	BulkSeq_cer_50	CA1	CA1_cer_50	cer	50	BA56_CA1_cer_50_1	P32	Cerebellum	15	Female	cer_Female
879	BA56	CA1_cer_51	13	CA1_cer_51	BulkSeq_cer_51	CA1	CA1_cer_51	cer	51	BA56_CA1_cer_51_1	P32	Cerebellum	18	Female	cer_Female
880	BA56	CA1_cer_52	14	CA1_cer_52	BulkSeq_cer_52	CA1	CA1_cer_52	cer	52	BA56_CA1_cer_52_1	P32	Cerebellum	21	Female	cer_Female
881	BA56	CA1_cer_53	15	CA1_cer_53	BulkSeq_cer_53	CA1	CA1_cer_53	cer	53	BA56_CA1_cer_53_1	P32	Cerebellum	3	Female	cer_Female
882	BA56	CA1_cer_54	16	CA1_cer_54	BulkSeq_cer_54	CA1	CA1_cer_54	cer	54	BA56_CA1_cer_54_1	P32	Cerebellum	15	Female	cer_Female
884	BA56	CA1_med_5	26	CA1_med_5	BulkSeq_med_5	CA1	CA1_med_5	med	5	BA56_CA1_med_5_1	P32	Medulla	26	Male	med_Male
885	BA56	CA1_med_6	27	CA1_med_6	BulkSeq_med_6	CA1	CA1_med_6	med	6	BA56_CA1_med_6_1	P32	Medulla	12	Male	med_Male
886	BA56	CA1_med_7	28	CA1_med_7	BulkSeq_med_7	CA1	CA1_med_7	med	7	BA56_CA1_med_7_1	P32	Medulla	12	Female	med_Female
887	BA56	CA1_med_8	29	CA1_med_8	BulkSeq_med_8	CA1	CA1_med_8	med	8	BA56_CA1_med_8_1	P32	Medulla	26	Male	med_Male
888	BA56	CA1_med_9	30	CA1_med_9	BulkSeq_med_9	CA1	CA1_med_9	med	9	BA56_CA1_med_9_1	P32	Medulla	12	Male	med_Male
889	BA56	CA1_med_10	31	CA1_med_10	BulkSeq_med_10	CA1	CA1_med_10	med	10	BA56_CA1_med_10_1	P32	Medulla	12	Female	med_Female
890	BA56	CA1_med_11	32	CA1_med_11	BulkSeq_med_11	CA1	CA1_med_11	med	11	BA56_CA1_med_11_1	P32	Medulla	26	Male	med_Male
891	BA57	CA1_med_12	1	CA1_med_12	BulkSeq_med_12	CA1	CA1_med_12	med	12	BA57_CA1_med_12_1	P32	Medulla	12	Male	med_Male
892	BA57	CA1_med_13	2	CA1_med_13	BulkSeq_med_13	CA1	CA1_med_13	med	13	BA57_CA1_med_13_1	P32	Medulla	12	Female	med_Female
893	BA57	CA1_med_14	3	CA1_med_14	BulkSeq_med_14	CA1	CA1_med_14	med	14	BA57_CA1_med_14_1	P32	Medulla	26	Male	med_Male
894	BA57	CA1_med_15	4	CA1_med_15	BulkSeq_med_15	CA1	CA1_med_15	med	15	BA57_CA1_med_15_1	P32	Medulla	12	Male	med_Male
895	BA57	CA1_med_16	13	CA1_med_16	BulkSeq_med_16	CA1	CA1_med_16	med	16	BA57_CA1_med_16_1	P32	Medulla	21	Male	med_Male
896	BA57	CA1_med_17	14	CA1_med_17	BulkSeq_med_17	CA1	CA1_med_17	med	17	BA57_CA1_med_17_1	P32	Medulla	3	Male	med_Male
897	BA57	CA1_med_18	15	CA1_med_18	BulkSeq_med_18	CA1	CA1_med_18	med	18	BA57_CA1_med_18_1	P32	Medulla	15	Male	med_Male
898	BA57	CA1_med_19	16	CA1_med_19	BulkSeq_med_19	CA1	CA1_med_19	med	19	BA57_CA1_med_19_1	P32	Medulla	18	Male	med_Male
899	BA57	CA1_med_20	25	CA1_med_20	BulkSeq_med_20	CA1	CA1_med_20	med	20	BA57_CA1_med_20_1	P32	Medulla	21	Male	med_Male
900	BA57	CA1_med_21	26	CA1_med_21	BulkSeq_med_21	CA1	CA1_med_21	med	21	BA57_CA1_med_21_1	P32	Medulla	3	Male	med_Male
901	BA57	CA1_med_22	27	CA1_med_22	BulkSeq_med_22	CA1	CA1_med_22	med	22	BA57_CA1_med_22_1	P32	Medulla	15	Male	med_Male
902	BA57	CA1_med_23	28	CA1_med_23	BulkSeq_med_23	CA1	CA1_med_23	med	23	BA57_CA1_med_23_1	P32	Medulla	18	Male	med_Male
903	BA57	CA1_med_24	29	CA1_med_24	BulkSeq_med_24	CA1	CA1_med_24	med	24	BA57_CA1_med_24_1	P32	Medulla	21	Male	med_Male
904	BA57	CA1_med_25	30	CA1_med_25	BulkSeq_med_25	CA1	CA1_med_25	med	25	BA57_CA1_med_25_1	P32	Medulla	3	Male	med_Male
905	BA57	CA1_med_26	31	CA1_med_26	BulkSeq_med_26	CA1	CA1_med_26	med	26	BA57_CA1_med_26_1	P32	Medulla	15	Male	med_Male
906	BA57	CA1_med_27	32	CA1_med_27	BulkSeq_med_27	CA1	CA1_med_27	med	27	BA57_CA1_med_27_1	P32	Medulla	18	Male	med_Male
907	BA58	CA1_med_28	1	CA1_med_28	BulkSeq_med_28	CA1	CA1_med_28	med	28	BA58_CA1_med_28_1	P32	Medulla	21	Male	med_Male
908	BA58	CA1_med_29	2	CA1_med_29	BulkSeq_med_29	CA1	CA1_med_29	med	29	BA58_CA1_med_29_1	P32	Medulla	3	Male	med_Male
909	BA58	CA1_med_30	3	CA1_med_30	BulkSeq_med_30	CA1	CA1_med_30	med	30	BA58_CA1_med_30_1	P32	Medulla	15	Male	med_Male
910	BA58	CA1_med_31	4	CA1_med_31	BulkSeq_med_31	CA1	CA1_med_31	med	31	BA58_CA1_med_31_1	P32	Medulla	18	Male	med_Male
911	BA58	CA1_med_32	13	CA1_med_32	BulkSeq_med_32	CA1	CA1_med_32	med	32	BA58_CA1_med_32_1	P32	Medulla	21	Male	med_Male
912	BA58	CA1_med_33	14	CA1_med_33	BulkSeq_med_33	CA1	CA1_med_33	med	33	BA58_CA1_med_33_1	P32	Medulla	3	Male	med_Male
913	BA58	CA1_med_34	15	CA1_med_34	BulkSeq_med_34	CA1	CA1_med_34	med	34	BA58_CA1_med_34_1	P32	Medulla	15	Male	med_Male
914	BA58	CA1_med_35	16	CA1_med_35	BulkSeq_med_35	CA1	CA1_med_35	med	35	BA58_CA1_med_35_1	P32	Medulla	18	Male	med_Male
915	BA58	CA1_med_36	25	CA1_med_36	BulkSeq_med_36	CA1	CA1_med_36	med	36	BA58_CA1_med_36_1	P32	Medulla	21	Male	med_Male
916	BA58	CA1_med_37	26	CA1_med_37	BulkSeq_med_37	CA1	CA1_med_37	med	37	BA58_CA1_med_37_1	P32	Medulla	3	Female	med_Female
917	BA58	CA1_med_38	27	CA1_med_38	BulkSeq_med_38	CA1	CA1_med_38	med	38	BA58_CA1_med_38_1	P32	Medulla	15	Female	med_Female
918	BA58	CA1_med_39	28	CA1_med_39	BulkSeq_med_39	CA1	CA1_med_39	med	39	BA58_CA1_med_39_1	P32	Medulla	18	Female	med_Female
919	BA58	CA1_med_40	29	CA1_med_40	BulkSeq_med_40	CA1	CA1_med_40	med	40	BA58_CA1_med_40_1	P32	Medulla	21	Female	med_Female
920	BA58	CA1_med_41	30	CA1_med_41	BulkSeq_med_41	CA1	CA1_med_41	med	41	BA58_CA1_med_41_1	P32	Medulla	3	Female	med_Female
921	BA58	CA1_med_42	31	CA1_med_42	BulkSeq_med_42	CA1	CA1_med_42	med	42	BA58_CA1_med_42_1	P32	Medulla	15	Female	med_Female
922	BA58	CA1_med_43	32	CA1_med_43	BulkSeq_med_43	CA1	CA1_med_43	med	43	BA58_CA1_med_43_1	P32	Medulla	18	Female	med_Female
923	BA59	CA1_med_44	1	CA1_med_44	BulkSeq_med_44	CA1	CA1_med_44	med	44	BA59_CA1_med_44_1	P32	Medulla	21	Female	med_Female
924	BA59	CA1_med_45	2	CA1_med_45	BulkSeq_med_45	CA1	CA1_med_45	med	45	BA59_CA1_med_45_1	P32	Medulla	3	Female	med_Female
925	BA59	CA1_med_46	3	CA1_med_46	BulkSeq_med_46	CA1	CA1_med_46	med	46	BA59_CA1_med_46_1	P32	Medulla	15	Female	med_Female
926	BA59	CA1_med_47	4	CA1_med_47	BulkSeq_med_47	CA1	CA1_med_47	med	47	BA59_CA1_med_47_1	P32	Medulla	18	Female	med_Female
927	BA59	CA1_med_49	13	CA1_med_49	BulkSeq_med_49	CA1	CA1_med_49	med	49	BA59_CA1_med_49_1	P32	Medulla	3	Female	med_Female
928	BA59	CA1_med_48	14	CA1_med_48	BulkSeq_med_48	CA1	CA1_med_48	med	48	BA59_CA1_med_48_1	P32	Medulla	21	Female	med_Female
929	BA59	CA1_med_50	15	CA1_med_50	BulkSeq_med_50	CA1	CA1_med_50	med	50	BA59_CA1_med_50_1	P32	Medulla	15	Female	med_Female
930	BA59	CA1_med_51	16	CA1_med_51	BulkSeq_med_51	CA1	CA1_med_51	med	51	BA59_CA1_med_51_1	P32	Medulla	18	Female	med_Female
931	BA59	CA1_med_52	25	CA1_med_52	BulkSeq_med_52	CA1	CA1_med_52	med	52	BA59_CA1_med_52_1	P32	Medulla	21	Female	med_Female
932	BA59	CA1_med_53	26	CA1_med_53	BulkSeq_med_53	CA1	CA1_med_53	med	53	BA59_CA1_med_53_1	P32	Medulla	3	Female	med_Female
933	BA59	CA1_med_54	27	CA1_med_54	BulkSeq_med_54	CA1	CA1_med_54	med	54	BA59_CA1_med_54_1	P32	Medulla	15	Female	med_Female
934	BA59	CA1_med_55	28	CA1_med_55	BulkSeq_med_55	CA1	CA1_med_55	med	55	BA59_CA1_med_55_1	P32	Medulla	18	Female	med_Female
935	BA59	CA1_med_56	29	CA1_med_56	BulkSeq_med_56	CA1	CA1_med_56	med	56	BA59_CA1_med_56_1	P32	Medulla	21	Female	med_Female
936	BA59	CA1_med_57	30	CA1_med_57	BulkSeq_med_57	CA1	CA1_med_57	med	57	BA59_CA1_med_57_1	P32	Medulla	28	Male	med_Male
937	BA59	CA1_med_58	31	CA1_med_58	BulkSeq_med_58	CA1	CA1_med_58	med	58	BA59_CA1_med_58_1	P32	Medulla	28	Male	med_Male
938	BA59	CA1_med_59	32	CA1_med_59	BulkSeq_med_59	CA1	CA1_med_59	med	59	BA59_CA1_med_59_1	P32	Medulla	28	Male	med_Male
